,index,phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,time,clustered_index,environment_index
112,814,1512652185960,2.6299262000000003,4.0555654,13.446628,,,212,93,67,52,14,18,2,4,0,2,2,0,1,0,0,0,467,-3.1839102,55.9452662,137.5,19.605999999999998,13:09:45.960000,53,2
113,968,1512738592235,2.663888,4.1220737000000005,5.186785700000001,12.1,32.600002,215,87,60,35,11,17,8,5,1,0,0,0,0,0,0,0,439,-3.1819696,55.940532499999996,141.0,5.0,13:09:52.235000,44,1
114,327,1512479393450,1.4273813,2.5213987999999996,5.1170464,10.7,66.3,119,48,30,35,16,20,3,4,2,2,0,0,0,0,0,0,279,-3.2003437000000003,55.944863299999994,141.0,9.0,13:09:53.450000,36,2
115,815,1512652206069,2.3057357999999994,3.4168966,4.562972,20.4,40.8,194,84,62,30,15,7,5,3,0,1,0,0,0,0,0,0,401,-3.1836772,55.945136600000005,132.0,7.0,13:10:06.069000,35,4
116,969,1512738613081,2.0994477000000002,3.1455802999999998,3.4113059999999997,11.8,32.0,173,63,45,31,17,10,4,1,0,0,0,0,0,0,0,0,344,-3.182586,55.9404346,136.0,11.0,13:10:13.081000,8,1
117,328,1512479414861,1.3438921,2.512998,6.0090965999999995,10.7,66.4,85,41,42,22,21,17,9,2,0,2,1,0,0,0,0,0,242,-3.1997245,55.9447777,139.0,9.0,13:10:14.861000,6,4
118,816,1512652226183,2.8746370999999997,4.4871992999999994,6.7927003,,,201,93,90,55,11,11,5,2,4,1,0,0,0,0,0,0,473,-3.1839199000000002,55.9452123,137.0,9.0,13:10:26.183000,53,2
120,970,1512738633416,3.0361849999999997,4.5667976999999995,6.710312400000001,11.3,32.4,291,71,56,37,16,18,6,4,2,1,0,0,0,0,0,0,502,-3.1827628,55.940457200000004,133.0,5.0,13:10:33.416000,8,1
121,329,1512479434990,1.5480605,2.6300535,4.6563606,10.8,66.1,129,49,33,18,15,17,11,2,0,0,1,0,0,0,0,0,275,-3.1993357000000002,55.944933299999995,140.0,10.0,13:10:34.990000,6,4
122,817,1512652246940,3.2545669999999998,4.982512,6.6780443,19.2,32.7,230,107,110,56,15,10,6,2,2,1,0,0,0,0,0,0,539,-3.1840436000000003,55.94514399999999,140.0,9.0,13:10:46.940000,53,2
124,971,1512738654874,1.6863328000000002,2.7623546,2.9799632999999996,11.1,33.600002,101,58,37,33,18,13,5,0,0,0,0,0,0,0,0,0,265,-3.1835482999999996,55.9403788,138.0,6.0,13:10:54.874000,29,3
125,330,1512479455660,1.3778341,2.4396815,3.4112370000000003,10.900001,65.9,104,42,35,32,15,13,9,1,2,0,0,0,0,0,0,0,253,-3.1988867,55.9449798,141.0,7.0,13:10:55.660000,79,1
126,818,1512652266411,2.6866746,4.076263,4.6419086,18.9,35.0,214,87,79,40,15,18,4,1,1,0,0,0,0,0,0,0,459,-3.184148,55.9450505,132.0,3.9,13:11:06.411000,9,2
127,972,1512738673844,1.8699328999999998,2.9281113,3.2840064,11.0,33.9,111,55,54,30,11,6,4,2,0,0,0,0,0,0,0,0,273,-3.1838252999999996,55.9403201,140.0,7.0,13:11:13.844000,43,3
128,331,1512479477160,1.4705033,2.4969618,8.637296000000001,10.900001,65.700005,103,43,40,23,13,11,8,1,1,1,0,0,0,0,1,0,245,-3.1984068,55.944945499999996,140.0,5.0,13:11:17.160000,26,2
129,819,1512652286525,3.4088538,5.1069283,7.283067,18.6,34.9,288,121,83,39,22,14,10,4,0,2,0,0,0,0,0,0,583,-3.1842097000000003,55.9448037,132.0,6.0,13:11:26.525000,9,2
130,973,1512738694597,2.2406017999999994,3.539643,9.594265,10.7,33.8,146,69,47,30,14,7,6,2,1,4,1,0,0,0,0,0,327,-3.1840857999999996,55.9402125,136.0,7.0,13:11:34.597000,43,3
132,820,1512652306628,3.3294566,5.0823407,6.2997510000000005,18.2,33.600002,227,113,109,50,13,12,9,2,0,1,0,0,0,0,0,0,536,-3.1836126,55.94441260000001,144.0,7.0,13:11:46.628000,23,2
133,974,1512738714061,2.8009758,4.997455,8.851799,10.400001,34.100002,195,84,58,48,27,22,19,5,3,2,0,0,0,0,0,0,463,-3.1846955,55.9400302,135.0,7.0,13:11:54.061000,60,1
134,333,1512479518013,2.4201314,3.6532904999999998,4.6196833,11.0,65.8,279,53,41,23,15,21,8,4,1,0,0,0,0,0,0,0,445,-3.1975791,55.9448848,137.0,5.0,13:11:58.013000,48,2
135,821,1512652326741,1.9741678,3.2059171,12.630036,17.5,34.3,134,76,48,47,16,13,6,1,1,1,0,1,0,1,0,0,345,-3.183529,55.9441702,143.0,8.0,13:12:06.741000,23,2
136,975,1512738734164,2.4064417000000002,3.9620273,9.306378,10.0,34.600002,170,75,45,46,10,19,10,4,0,1,0,1,0,0,0,0,381,-3.1851074,55.939967,128.0,7.0,13:12:14.164000,60,1
137,334,1512479539432,1.1367571,2.1461080000000003,2.8933191000000003,11.0,65.3,88,32,25,28,13,15,11,1,1,0,0,0,0,0,0,0,214,-3.1969992,55.944812399999996,146.0,9.0,13:12:19.432000,13,4
138,822,1512652346849,1.9841498,3.5028222,9.878214999999999,16.6,34.9,105,68,67,33,18,23,11,0,1,1,0,0,1,0,0,0,328,-3.1834675,55.94383829999999,143.0,8.0,13:12:26.849000,55,1
139,976,1512738754279,2.139971,3.7442696000000004,5.501515400000001,9.7,35.0,130,62,51,37,16,14,12,3,3,0,0,0,0,0,0,0,328,-3.1855738999999996,55.939848899999994,138.0,8.0,13:12:34.279000,12,1
140,335,1512479558236,1.3309332,2.3989854,3.3778973,11.0,65.200005,99,39,30,32,12,11,9,4,1,0,0,0,0,0,0,0,237,-3.1965293,55.944789799999995,140.0,8.0,13:12:38.236000,13,4
141,823,1512652366960,2.0615012999999998,3.858545,5.4367194,16.0,36.5,116,57,64,55,23,26,10,4,0,1,0,0,0,0,0,0,356,-3.1833744,55.9435719,134.0,5.0,13:12:46.960000,55,1
142,977,1512738775049,2.5117352000000004,3.8361945,4.141679,9.5,35.5,168,80,53,44,12,15,4,1,0,0,0,0,0,0,0,0,377,-3.1861997000000004,55.939784499999995,136.0,6.0,13:12:55.049000,69,3
143,336,1512479580959,1.3436457,2.313658,7.9562063,11.0,64.9,110,39,33,23,13,7,5,5,3,1,0,1,0,0,0,0,240,-3.1959958,55.9449089,145.0,5.0,13:13:00.959000,68,1
144,824,1512652387070,1.9563873,3.698011,5.3289313,15.3,37.100002,115,53,69,48,18,27,7,8,2,0,0,0,0,0,0,0,347,-3.1832937,55.9432971,141.0,6.0,13:13:07.070000,4,4
145,978,1512738795145,2.2020468999999996,3.8534534,5.568622599999999,9.3,35.600002,110,65,61,27,17,12,10,6,2,0,0,0,0,0,0,0,310,-3.1867706,55.93974920000001,135.0,8.0,13:13:15.145000,47,3
146,337,1512479599665,1.4529121,2.6499226,5.9610405,11.0,64.8,108,41,31,30,20,19,5,4,1,1,1,0,0,0,0,0,261,-3.1956643,55.9449843,142.0,10.0,13:13:19.665000,20,4
147,825,1512652407925,2.0783534,3.3921766000000004,4.255896599999999,14.400001000000001,38.9,118,76,49,38,24,12,2,4,1,0,0,0,0,0,0,0,324,-3.1830867,55.9430074,136.0,6.0,13:13:27.925000,4,4
148,979,1512738815910,1.7947521,2.8538806,3.375202,9.1,36.5,117,54,36,33,11,15,3,0,1,0,0,0,0,0,0,0,270,-3.1873065,55.93970229999999,122.0,6.0,13:13:35.910000,21,1
149,338,1512479621180,1.3599958,2.4946728,8.611941,11.0,65.0,114,32,34,31,12,24,9,1,0,1,0,0,1,0,0,0,259,-3.1950719,55.94485,145.0,3.9,13:13:41.180000,42,0
150,826,1512652428690,2.611639,4.5669417,6.301812,13.400001000000001,40.9,166,88,70,53,21,27,12,4,3,0,0,0,0,0,0,0,444,-3.182786,55.9427012,137.0,8.0,13:13:48.690000,38,4
151,980,1512738836680,4.0929437,7.770969999999999,16.618451999999998,8.900001,36.600002,225,126,103,60,33,31,24,18,10,3,0,0,0,0,0,0,633,-3.1878572999999997,55.9397101,120.0,4.0,13:13:56.680000,3,1
152,339,1512479642590,1.3212893,2.4013512,9.60075,11.0,65.1,118,35,26,24,18,18,7,2,3,1,0,0,0,1,0,0,253,-3.1946187000000004,55.9448584,141.0,7.0,13:14:02.590000,67,2
153,827,1512652448170,2.0504096,3.649654,9.770069,13.3,41.3,113,57,64,46,20,17,10,2,1,0,0,0,0,1,0,0,331,-3.1824562999999997,55.9424392,136.0,9.0,13:14:08.170000,38,4
154,981,1512738858083,2.6878382999999997,4.841151,8.246003,8.7,37.0,157,91,68,43,22,20,19,9,1,0,1,0,0,0,0,0,431,-3.1883307,55.93963660000001,119.0,3.9,13:14:18.083000,78,1
155,340,1512479662688,1.3298328000000001,2.301439,3.227337,11.1,65.0,89,57,26,20,10,16,7,4,1,0,0,0,0,0,0,0,230,-3.1940147,55.94494649999999,144.0,4.0,13:14:22.688000,49,2
156,828,1512652468251,2.3737435000000002,4.1867614,14.963,13.1,41.600002,139,79,62,60,19,18,11,4,2,1,0,1,1,0,0,0,397,-3.1820499,55.942102299999995,140.0,6.0,13:14:28.251000,57,0
157,982,1512738878836,2.7608837999999998,4.4291024000000006,5.46357,8.5,37.3,203,85,55,36,11,19,12,6,0,0,0,0,0,0,0,0,427,-3.1889135,55.939679500000004,120.0,4.0,13:14:38.836000,66,1
158,341,1512479684097,1.4722127,2.5826452,5.583426,11.1,65.0,113,50,34,25,12,21,8,2,1,1,1,0,0,0,0,0,268,-3.1935672000000004,55.9450045,144.0,4.0,13:14:44.097000,49,2
159,829,1512652488368,2.8473852,5.256377,11.684907,13.2,42.3,160,92,76,66,24,29,19,5,2,0,3,0,0,0,0,0,476,-3.1818082000000003,55.94188489999999,141.0,8.0,13:14:48.368000,18,0
160,983,1512738900847,2.7812614,4.4335837,6.02762,8.2,37.4,218,95,70,40,16,12,15,3,3,0,0,0,0,0,0,0,472,-3.1895393,55.939669200000004,123.0,3.9,13:15:00.847000,33,4
161,342,1512479704874,1.6629107,2.9976217999999997,14.182638,11.1,64.8,145,46,31,37,12,21,10,5,1,2,0,1,1,0,0,0,312,-3.1932669999999996,55.945143200000004,148.0,9.0,13:15:04.874000,0,2
162,830,1512652509144,2.7760856,4.883506,6.5505633,13.1,42.4,148,98,79,60,24,26,9,7,2,0,0,0,0,0,0,0,453,-3.18142,55.9416199,146.0,10.0,13:15:09.144000,18,0
163,984,1512738924169,2.1962624,3.6449382000000004,4.434015799999999,8.1,37.8,151,74,59,35,30,13,6,6,0,0,0,0,0,0,0,0,374,-3.1900551,55.939722399999994,124.0,5.0,13:15:24.169000,64,1
164,343,1512479725609,1.5436943,2.818694,10.528369999999999,11.1,64.5,111,53,40,32,19,17,11,3,1,1,2,1,0,0,0,0,291,-3.1931418999999996,55.94514960000001,144.0,3.9,13:15:25.609000,0,2
166,985,1512738945014,2.507835,4.448815,7.5564637,8.1,38.2,158,79,74,50,24,19,14,5,2,2,0,0,0,0,0,0,427,-3.190525,55.9398022,119.0,4.0,13:15:45.014000,11,1
167,344,1512479746936,1.3433008999999998,2.4177825,5.084352,11.1,64.8,109,40,30,21,14,18,8,3,2,0,1,0,0,0,0,0,246,-3.1928236,55.945145999999994,146.0,4.0,13:15:46.936000,0,2
168,832,1512652549262,3.7574875,5.75199,7.388167,12.7,43.100002,310,122,97,66,23,19,9,3,1,1,0,0,0,0,0,0,651,-3.1810807999999997,55.9410715,141.0,9.0,13:15:49.262000,25,2
169,986,1512738967078,2.6799839,5.265054,13.520126000000001,7.8,38.3,142,91,72,52,23,35,22,7,5,2,0,1,0,0,0,0,452,-3.1911965,55.9398213,125.0,7.0,13:16:07.078000,19,1
170,345,1512479767787,1.5232707,2.7038363999999997,4.599969000000001,11.2,64.8,115,44,34,34,14,18,7,2,2,1,0,0,0,0,0,0,271,-3.1923457,55.9451931,148.0,4.0,13:16:07.787000,32,0
171,833,1512652570752,3.450229,5.3910403,8.853665,12.7,43.5,263,121,92,57,16,20,10,4,2,1,1,0,0,0,0,0,587,-3.1810428,55.940843900000004,145.0,4.0,13:16:10.752000,25,2
172,346,1512479789194,3.3603566,5.4546175,10.159944,11.2,64.6,340,99,56,45,18,35,15,7,4,3,0,0,0,0,0,0,622,-3.1921971,55.945230599999995,137.0,14.0,13:16:29.194000,32,0
173,834,1512652589574,1.8050874,3.2698083,5.7432894999999995,12.7,43.600002,120,60,56,50,16,27,2,5,4,1,0,0,0,0,0,0,341,-3.1811654,55.940827799999994,145.0,5.0,13:16:29.574000,25,2
174,987,1512738991730,2.3856146000000003,4.0708017,6.164126400000001,7.7000003,38.9,173,85,65,44,18,22,13,4,2,1,0,0,0,0,0,0,427,-3.1917231,55.9399505,122.0,9.0,13:16:31.730000,19,1
175,835,1512652610331,2.020613,3.5353527000000002,8.959557,12.7,44.2,119,56,70,49,15,16,12,1,0,0,0,0,0,1,0,0,339,-3.1815729999999998,55.9408363,140.0,7.0,13:16:50.331000,44,1
176,347,1512479811266,2.1347742000000003,3.6844233999999996,14.514514000000002,11.2,64.9,214,47,38,34,28,20,11,3,4,1,2,0,1,0,0,0,403,-3.19159,55.945263600000004,141.0,5.0,13:16:51.266000,77,0
177,988,1512739015090,2.28545,4.032841,6.943827000000001,7.5,39.7,129,90,82,47,19,19,9,6,5,1,0,0,0,0,0,0,407,-3.1918384,55.939958,126.0,6.0,13:16:55.090000,19,1
178,836,1512652630353,2.0017831000000004,3.3016875,5.5631666,12.5,44.600002,119,66,50,32,16,18,5,0,1,2,0,0,0,0,0,0,309,-3.1819333999999997,55.94068879999999,145.0,8.0,13:17:10.353000,44,1
179,348,1512479831375,1.3118074,2.3068025000000003,5.150407,11.2,64.700005,95,38,32,17,16,13,8,2,0,1,1,0,0,0,0,0,223,-3.1913047999999997,55.94507779999999,142.0,5.0,13:17:11.375000,46,4
180,989,1512739039651,1.9951667000000002,3.3378550000000002,3.8075089999999996,7.3,40.0,143,67,53,51,21,13,9,2,0,0,0,0,0,0,0,0,359,-3.1917444,55.940137,112.0,7.0,13:17:19.651000,54,3
181,837,1512652650472,1.8855877,3.3507027999999996,5.1108484,12.2,45.3,94,60,56,39,19,14,8,3,1,1,0,0,0,0,0,0,295,-3.1823857999999996,55.9405502,151.0,7.0,13:17:30.472000,8,1
182,349,1512479850826,1.3340919,2.4171495,2.8999345,11.1,64.4,97,31,34,32,14,15,8,2,0,0,0,0,0,0,0,0,233,-3.1912981,55.944766599999994,141.0,7.0,13:17:30.826000,10,4
183,990,1512739061793,2.0662832,3.5019794,6.782653,6.1,41.7,129,61,53,38,15,16,8,2,1,1,1,0,0,0,0,0,325,-3.191681,55.94043539999999,119.0,8.0,13:17:41.793000,54,3
184,350,1512479871498,1.0572888999999999,2.0822689999999997,3.4134316,10.8,65.4,79,19,33,19,12,10,10,4,2,0,0,0,0,0,0,0,188,-3.1913586,55.9444695,140.0,9.0,13:17:51.498000,10,4
185,838,1512652671871,2.082611,3.7419263999999997,9.473866000000001,11.8,46.2,112,60,60,41,17,27,5,3,2,1,0,1,0,0,0,0,329,-3.182954,55.940509999999996,140.0,5.0,13:17:51.871000,8,1
186,991,1512739083846,1.9555438000000003,3.4387980000000002,4.679823000000001,5.4,44.4,107,65,48,33,18,26,9,0,0,1,0,0,0,0,0,0,307,-3.1916147,55.940844299999995,119.0,6.0,13:18:03.846000,31,3
187,839,1512652691438,2.1976511000000003,3.7602403,4.531644,11.6,46.9,100,75,63,46,25,15,5,2,1,0,0,0,0,0,0,0,332,-3.1832555,55.940426,137.0,4.0,13:18:11.438000,29,3
188,351,1512479892994,1.0744633999999997,2.1485126,5.0745515999999995,10.5,66.0,95,28,21,24,12,14,12,5,2,0,1,0,0,0,0,0,214,-3.1912960999999997,55.944131000000006,149.0,7.0,13:18:12.994000,41,4
189,992,1512739105823,1.7676543000000002,2.899035,3.6286848,4.9,46.100002,102,66,46,37,14,14,2,3,1,0,0,0,0,0,0,0,285,-3.1915656,55.9412226,120.0,7.0,13:18:25.823000,59,3
190,840,1512652711447,1.9419785,3.3026147000000003,4.0254483,11.6,47.600002,102,66,61,26,23,13,9,1,1,0,0,0,0,0,0,0,302,-3.1834907,55.940386100000005,133.0,6.0,13:18:31.447000,29,3
191,352,1512479913752,1.2851735,2.3910812999999997,4.1926246,10.3,67.1,79,47,32,30,21,9,11,1,2,1,0,0,0,0,0,0,233,-3.1912653,55.943864100000006,149.0,5.0,13:18:33.752000,41,4
192,993,1512739127966,1.8992921000000003,3.2430086,4.527508,4.4,47.600002,110,63,42,35,22,15,8,1,0,1,0,0,0,0,0,0,297,-3.1914832000000004,55.941502500000006,125.0,9.0,13:18:47.966000,59,3
193,841,1512652730994,1.9881377,3.3549860000000002,3.7537384,11.400001,47.9,116,54,54,32,18,17,7,1,0,0,0,0,0,0,0,0,299,-3.1839866000000003,55.940274699999996,137.0,7.0,13:18:50.994000,43,3
194,353,1512479934533,1.1567221,2.0893345,6.468960299999999,10.3,67.200005,79,39,26,20,4,16,8,3,1,0,0,1,0,0,0,0,197,-3.1910784,55.944036499999996,142.0,11.0,13:18:54.533000,41,4
195,994,1512739149371,1.7800575,2.9010453,3.7613232000000005,4.0,49.600002,104,46,43,32,10,7,4,3,1,0,0,0,0,0,0,0,250,-3.1915367999999997,55.9417373,121.0,9.0,13:19:09.371000,5,3
196,842,1512652751777,2.1629975,3.8981204,6.4925957,11.2,48.100002,112,71,50,52,20,23,10,2,1,0,1,0,0,0,0,0,342,-3.1844636000000004,55.9401193,129.0,7.0,13:19:11.777000,60,1
197,354,1512479953966,1.2578536,2.2341247,6.7728543000000005,10.400001,66.700005,95,40,28,14,14,17,7,2,2,0,0,1,0,0,0,0,220,-3.1904747,55.944122,140.0,9.0,13:19:13.966000,52,4
198,995,1512739170702,1.9594395,3.2075384,5.5810976,3.8,49.7,118,62,45,33,9,15,7,1,1,0,1,0,0,0,0,0,292,-3.1915495,55.9420476,126.0,11.0,13:19:30.702000,5,3
199,843,1512652771863,2.2811623,4.3639894,5.5345383,10.900001,48.7,102,80,67,54,20,28,20,2,1,0,0,0,0,0,0,0,374,-3.1849404999999997,55.9399839,134.0,6.0,13:19:31.863000,60,1
200,355,1512479974643,1.1826121,2.0350747,3.4093193999999998,10.5,66.4,86,35,27,20,2,20,5,0,1,1,0,0,0,0,0,0,197,-3.1899232000000004,55.9442213,141.0,9.0,13:19:34.643000,61,4
201,844,1512652791982,2.500514,4.6097150000000005,8.334234,10.6,49.100002,145,61,77,46,19,30,14,4,1,1,1,0,0,0,0,0,399,-3.1855377999999996,55.9398887,130.0,6.0,13:19:51.982000,12,1
202,996,1512739192841,1.9277313999999999,3.1244077999999997,3.7995483999999995,3.7,51.3,90,58,58,26,13,6,6,1,1,0,0,0,0,0,0,0,259,-3.1915176,55.9423926,131.0,9.0,13:19:52.841000,62,3
203,356,1512479995513,1.103646,2.0684488,3.2502284,10.6,66.1,64,32,36,19,14,13,9,1,0,1,0,0,0,0,0,0,189,-3.1894452,55.9443071,144.0,5.0,13:19:55.513000,27,1
204,845,1512652812764,2.239075,3.7629557,16.447214000000002,10.6,49.5,112,73,60,34,18,19,6,1,1,1,0,0,2,0,0,0,327,-3.1859624,55.93981949999999,133.0,4.0,13:20:12.764000,69,3
205,357,1512480015609,1.1312687,2.1074584,2.6298277000000003,10.6,66.1,73,35,23,22,11,15,9,2,0,0,0,0,0,0,0,0,190,-3.1890457000000003,55.9443553,138.0,4.0,13:20:15.609000,27,1
206,997,1512739217495,1.701601,2.9206767000000005,4.483300700000001,3.6000001000000004,50.7,104,60,34,43,12,14,8,1,1,1,0,0,0,0,0,0,278,-3.1919824,55.942558,127.0,6.0,13:20:17.495000,34,3
207,846,1512652832851,2.2171412,3.8889523,5.33066,10.5,49.3,111,77,52,52,19,21,9,2,0,1,0,0,0,0,0,0,344,-3.186552,55.9397678,136.0,5.0,13:20:32.851000,47,3
208,358,1512480035632,1.281981,2.4103003,4.7830777,10.7,66.0,93,33,33,32,12,20,7,3,1,0,1,0,0,0,0,0,235,-3.188606,55.94444839999999,138.0,8.0,13:20:35.632000,16,1
209,998,1512739238166,1.8862728,3.2863214,17.1378,3.7,51.0,103,62,43,50,7,19,5,3,2,0,1,0,0,2,0,0,297,-3.1924189999999997,55.9425827,131.0,8.0,13:20:38.166000,34,3
210,847,1512652852883,2.284769,4.0792584000000005,4.8866754,9.7,51.0,120,70,47,44,12,21,16,2,0,0,0,0,0,0,0,0,332,-3.1871557,55.939730700000005,139.0,7.0,13:20:52.883000,21,1
211,359,1512480057133,1.0937678999999998,1.8824748,6.618000500000001,10.7,66.0,74,33,27,26,9,11,4,0,1,1,0,1,0,0,0,0,187,-3.1877565,55.9444904,139.0,7.0,13:20:57.133000,40,1
212,999,1512739259576,1.9964306,3.13718,3.4374943,4.0,50.100002,109,57,46,29,13,9,4,1,0,0,0,0,0,0,0,0,268,-3.1928877,55.9426775,122.0,6.0,13:20:59.576000,76,3
213,848,1512652872985,2.2584944,4.016108999999999,5.809744,9.1,52.9,100,70,61,48,19,22,7,2,1,1,0,0,0,0,0,0,331,-3.1875753,55.9397543,132.0,8.0,13:21:12.985000,21,1
214,360,1512480076589,1.1029927,2.184298,8.683869999999999,10.7,65.6,77,31,24,21,13,18,10,2,2,0,0,0,1,0,0,0,199,-3.1874938999999998,55.944593299999994,145.0,8.0,13:21:16.589000,40,1
215,1000,1512739279687,1.9785068,3.3287516000000004,5.120874,4.3,49.600002,105,71,45,31,12,17,3,7,0,1,0,0,0,0,0,0,292,-3.1933626,55.94268029999999,120.0,6.0,13:21:19.687000,15,3
216,849,1512652893854,2.2660956000000003,4.298102,5.339268,9.2,53.8,110,75,52,44,18,32,16,4,0,0,0,0,0,0,0,0,351,-3.1881568,55.9397142,135.0,7.0,13:21:33.854000,3,1
217,361,1512480097347,1.2122167,2.0579963,2.8643084,10.8,65.700005,86,35,26,26,12,13,3,0,2,0,0,0,0,0,0,0,203,-3.1868722000000003,55.944644200000006,140.0,11.0,13:21:37.347000,70,1
